creationDate|id|imageFile|locationIP|browserUsed|language|content|length|CreatorPersonId|ContainerForumId|LocationCountryId
2012-12-28T02:48:04.633+00:00|1168231494033||103.4.108.190|Firefox|en|About Ho Chi Minh, n Vietnam. It was once known as Prey Nokor, an important Khmer sea port prior to annexation|110|10995116278328|1030792166665|41
2012-12-28T02:52:34.563+00:00|1168231487110||49.236.217.106|Firefox|es|About Confucius, cius himself. Aphorisms concerning his teachings were compiled in the Analects, but only many y|112|13194139533940|824633736107|51
2012-12-28T02:56:42.419+00:00|1168231347936||200.63.47.253|Safari|en|About William Faulkner,  which are set in the fictional Yoknapatawpha County, a settin|86|28587302322225|687194776457|34
2012-12-28T03:11:18.431+00:00|1168231504756||27.111.77.194|Internet Explorer|en|About Miguel de Cervantes, gst the best works of fiction ever written. His influence on the Spanish language has been|118|10995116278182|1099511644156|52
2012-12-28T03:20:14.408+00:00|1168231380154||91.216.122.26|Chrome|zh|About George Strait, n any other artist. As of 2011, he holds the record for the most number-one hits on the|108|37383395345078|618475300964|86
2012-12-28T03:47:23.684+00:00|1168231347490||89.31.177.162|Chrome|en|About William Faulkner, ely during the 1920s and 1930s, Faulkner was relatively unknown until receiving t|105|8796093023782|687194776457|78
2012-12-28T03:53:28.890+00:00|1168231338316||199.7.70.33|Firefox|ro|About Aung San Suu Kyi, ng San Suu Kyi MP AC is a Burmese opposition politician and General Secretary of the Na|111|19791209300358|755914252964|89
2012-12-28T03:55:35.148+00:00|1168231508656||27.116.34.188|Internet Explorer|en|About United States,   1788, enacted October 25, 1978. It was established by the Foreign Intelligence Surveillance Act of 1978 (FISA). The FISC oversees requests for surveillance warr|183|28587302323330|1168231121241|0
2012-12-28T04:05:25.006+00:00|1168231454035||41.222.21.97|Firefox|th|About Julie Andrews, ls such as My Fair Lady and Camelot, both of which earned her Tony Award nominations. In 1957, she made her television debut with|151|37383395344878|755914257823|110
2012-12-28T04:19:43.268+00:00|1168231494299||192.190.30.137|Firefox|en|About Ho Chi Minh, ng Gia Định Province and was officially renamed Ho Chi Minh City after Hồ Chí Minh (although the name Sài Gòn is still commonly|146|32985348833450|1030792166665|49
2012-12-28T04:20:20.681+00:00|1168231187713||27.124.84.134|Opera|en|About Plato, ter of philosophical dialogues, and founder of the Academy in Athens, the first institution|104|37383395345711|137438956694|51
2012-12-28T04:37:53.243+00:00|1168231350640||204.79.160.6|Internet Explorer|zh|About Pierre Trudeau, he 1960s. He was appointed as Lester Pearson's Parliamentary Secretary, and later became his Minister|123|35184372089633|481036346304|75
2012-12-28T04:40:59.809+00:00|1168231481757||46.29.144.193|Internet Explorer|en|About Rainer Schüttler, üttler is a German professional tennis player. He is the last|86|10995116279201|1030792165996|92
2012-12-28T04:47:38.693+00:00|1168231420158||193.193.238.92|Chrome|ru|About Bryan Adams, In 2008, Bryan was ranked 38 on the list of All-Time top artists by the Billboard Hot 100 50th Anniversary Charts. On 13 January 2010, he received the Allan Waters Human|188|17592186045681|549755826036|82
2012-12-28T04:47:51.747+00:00|1168231292145||61.246.42.119|Chrome|gu|About Lady Gaga, g to focus on her musical career. She began performing in the rock music scene of|98|37383395345512|343597391026|0
2012-12-28T05:15:29.245+00:00|1168231192908||31.22.15.155|Safari|sd|About Nikolay Davydenko, avydenko) is a Russian tennis player. Davydenko's best result in a Grand Slam tour|107|30786325579172|137438956914|56
2012-12-28T05:19:58.043+00:00|1168231187726||27.124.84.134|Opera|en|About Plato, ent, Aristotle, Plato helped to lay the foundations of Western philosophy an|89|37383395345711|137438956694|51
2012-12-28T05:21:03.478+00:00|1168231322111||139.190.192.142|Chrome|fr|About Billie Holiday,  magazine, ca. February 1947Portrait from Down Beat magazine, ca. F|89|2199023255783|412316868660|54
2012-12-28T05:21:41.157+00:00|1168231380265||46.20.139.212|Firefox|en|About Sergei Eisenstein, zenshtein, was a pioneering Soviet Russian film director and|85|15393162789357|1099511638117|95
2012-12-28T05:33:49.720+00:00|1168231231719|photo1168231231719.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:50.720+00:00|1168231231720|photo1168231231720.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:51.720+00:00|1168231231721|photo1168231231721.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:52.720+00:00|1168231231722|photo1168231231722.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:53.720+00:00|1168231231723|photo1168231231723.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:54.720+00:00|1168231231724|photo1168231231724.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:55.720+00:00|1168231231725|photo1168231231725.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:56.720+00:00|1168231231726|photo1168231231726.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:57.720+00:00|1168231231727|photo1168231231727.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:58.720+00:00|1168231231728|photo1168231231728.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:33:59.720+00:00|1168231231729|photo1168231231729.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:34:00.720+00:00|1168231231730|photo1168231231730.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:34:01.720+00:00|1168231231731|photo1168231231731.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T05:34:02.720+00:00|1168231231732|photo1168231231732.jpg|14.103.187.48|Chrome|||0|4398046512360|1168231109478|1
2012-12-28T06:02:28.428+00:00|1168231504714||192.103.43.178|Firefox|en|About Miguel de Cervantes, 4, and in 1615, the Ocho comedias y ocho entremeses and the second part of Don Quixote. Carlos Fuentes noted that, Cervantes leaves open the pages of a boo|182|13194139534923|1099511644156|57
2012-12-28T06:12:23.780+00:00|1168231357206||41.209.166.97|Safari|en|About Benicio del Toro,  for his roles as Fred Fenster in The Usual Suspects (1995), Dr. Gonzo in Fea|101|30786325577990|618475300102|60
2012-12-28T06:14:57.415+00:00|1168231197825||61.247.224.226|Chrome|sd|About Lindsay Davenport,  year-end world no. 1 at least four times, and was ranked world no. 1 on eight different occa|118|28587302322552|687194770805|0
2012-12-28T06:18:40.754+00:00|1168231508535||41.222.21.97|Firefox|en|About Zine El Abidine Ben Ali,  drug trafficking. He and his wife were sentenced in absentia|92|37383395344878|1168231121226|110
2012-12-28T06:20:26.284+00:00|1168231262485||14.102.176.115|Firefox|nl|About Georg Wilhelm Friedrich Hegel,  an integrated and developmental way for the relation of mind and nature, the subjec|121|2199023257001|343597389744|0
2012-12-28T06:59:58.537+00:00|1168231321876||213.55.86.56|Safari|fr|About Billie Holiday,  American pop vocals forever. She co-wrote only a few songs, but several of them have become jazz sta|123|35184372089362|412316868660|76
2012-12-28T07:07:55.129+00:00|1168231362814||91.132.78.209|Firefox|es|About James K. Polk, rved as the 17th Speaker of the House of Representatives (1835–1839) and Governor of Tennessee (183|120|8796093023758|618475300311|78
2012-12-28T07:31:54.635+00:00|1168231196113||196.1.97.35|Chrome|sd|About Andy Roddick, came a Grand Slam singles champion when he won the title at the 2003 US Open, defeating Juan Carlos Ferrero in the finals, which currently makes him the last North American m|194|37383395345153|343597387124|96
2012-12-28T07:38:39.872+00:00|1168231350288||41.203.141.200|Firefox|zh|About Pierre Trudeau, sually known as Pierre Trudeau or Pierre Elliott Trudeau, was the|87|10995116279182|481036346304|90
2012-12-28T07:49:45.981+00:00|1168231121554||89.189.86.224|Internet Explorer|gu|About Mohammad Reza Pahlavi, d several titles: His Imperial Majesty, Shahanshah (King of Kings,|96|35184372090028|137438954184|109
2012-12-28T07:59:12.700+00:00|1168231405895||42.83.84.215|Chrome|en|About Charlemagne, ilitary aid to the gAbout James Joyce, lf, I always write aAbout Elton John,  February 1971 by thA|117|17592186044574|549755825532|54
2012-12-28T07:59:34.612+00:00|1168231111572||41.203.133.215|Firefox|zh|About Patti Smith, ulture, and in 2007, she was inducted into the Rock and Roll Hall of Fame.|94|35184372089719|618475291000|90
2012-12-28T08:15:43.484+00:00|1168231121380||31.29.113.218|Internet Explorer|gu|About Mohammad Reza Pahlavi, a result of the revolution. Several other factors contributed to|94|6597069768249|137438954184|77
2012-12-28T08:16:20.202+00:00|1168231475533|photo1168231475533.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:21.202+00:00|1168231475534|photo1168231475534.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:22.202+00:00|1168231475535|photo1168231475535.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:23.202+00:00|1168231475536|photo1168231475536.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:24.202+00:00|1168231475537|photo1168231475537.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:25.202+00:00|1168231475538|photo1168231475538.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:26.202+00:00|1168231475539|photo1168231475539.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:16:27.202+00:00|1168231475540|photo1168231475540.jpg|27.50.191.64|Chrome|||0|24189255812612|1168231119196|1
2012-12-28T08:21:46.145+00:00|1168231148138|photo1168231148138.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:47.145+00:00|1168231148139|photo1168231148139.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:48.145+00:00|1168231148140|photo1168231148140.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:49.145+00:00|1168231148141|photo1168231148141.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:50.145+00:00|1168231148142|photo1168231148142.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:51.145+00:00|1168231148143|photo1168231148143.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:52.145+00:00|1168231148144|photo1168231148144.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:53.145+00:00|1168231148145|photo1168231148145.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:54.145+00:00|1168231148146|photo1168231148146.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:55.145+00:00|1168231148147|photo1168231148147.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:56.145+00:00|1168231148148|photo1168231148148.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:57.145+00:00|1168231148149|photo1168231148149.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:58.145+00:00|1168231148150|photo1168231148150.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:21:59.145+00:00|1168231148151|photo1168231148151.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:22:00.145+00:00|1168231148152|photo1168231148152.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:22:01.145+00:00|1168231148153|photo1168231148153.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:22:02.145+00:00|1168231148154|photo1168231148154.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:22:03.145+00:00|1168231148155|photo1168231148155.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:22:04.145+00:00|1168231148156|photo1168231148156.jpg|115.186.113.189|Safari|||0|2199023255573|1168231106207|54
2012-12-28T08:32:00.663+00:00|1168231187810||64.7.132.40|Firefox|zh|About Jerome, . He is recognised by the Catholic Church as a saint and Doctor of the Church, and the|100|10995116278006|893353200792|66
2012-12-28T08:49:42.970+00:00|1168231379714||1.31.157.212|Chrome|zh|About George Strait, e contributing to the neo-traditional movement of the 1980s, he ama|88|28587302323537|618475300964|1
2012-12-28T09:14:30.143+00:00|1168231453701|photo1168231453701.jpg|27.106.206.121|Chrome|||0|21990232556820|1168231118223|1
2012-12-28T09:14:31.143+00:00|1168231453702|photo1168231453702.jpg|27.106.206.121|Chrome|||0|21990232556820|1168231118223|1
2012-12-28T09:14:32.143+00:00|1168231453703|photo1168231453703.jpg|27.106.206.121|Chrome|||0|21990232556820|1168231118223|1
2012-12-28T09:14:33.143+00:00|1168231453704|photo1168231453704.jpg|27.106.206.121|Chrome|||0|21990232556820|1168231118223|1
2012-12-28T09:14:34.143+00:00|1168231453705|photo1168231453705.jpg|27.106.206.121|Chrome|||0|21990232556820|1168231118223|1
2012-12-28T09:16:12.524+00:00|1168231203434||41.76.138.89|Firefox|en|About Gautama Buddha, whose teachings Buddhism was founded. The word Buddha is a title for|90|17592186045190|893353201159|73
2012-12-28T09:30:11.608+00:00|1168231122761||31.133.104.65|Chrome|gu|About Mohammad Reza Pahlavi, . During his reign, the Iranian oil industry was nationalized under Prime Minister Mohammad M|122|17592186044674|137438954184|56
2012-12-28T09:38:18.730+00:00|1168231127539||31.35.99.247|Chrome|my|About Morocco,  Africa. It has a population of about 32 million and an area of 710,850 km², includ|98|37383395345741|412316861276|77
2012-12-28T09:49:18.817+00:00|1168231301763||41.223.30.37|Internet Explorer|en|About Anton Corbijn, e Mode's Enjoy the Silence (1990) and Nirvana's Heart-Shaped Box (1993), as|97|26388279068275|343597391095|68
2012-12-28T10:25:12.925+00:00|1168231298382||27.54.154.214|Internet Explorer|en|About Maximilian I, Holy Roman Emperor, arriage in 1477 to Mary of Burgundy, the heiress to the Duchy of Bu|107|28587302323752|412316867830|1
2012-12-28T10:40:16.833+00:00|1168231454195||27.128.202.135|Safari|th|About Julie Andrews, role in Cinderella, which was seen by over 100 million viewers. Andrews made|97|37383395345709|755914257823|1
2012-12-28T10:43:34.870+00:00|1168231322456||120.72.84.21|Safari|fr|About Billie Holiday, , Carmen McRaeWebsite Billie Holiday Official Site Billie Holiday (born Eleanora Harris April 7,|118|10995116278358|412316868660|58
2012-12-28T10:50:32.159+00:00|1168231429995|photo1168231429995.jpg|1.206.253.136|Chrome|||0|19791209300333|1168231117016|1
2012-12-28T11:04:31.586+00:00|1168231454139||46.19.35.182|Firefox|th|About Julie Andrews, mination for The Sound of Music (1965). Adjusted for inflation, these two films are the 25th and 3rd highest grossing films of all time, respectively. From 1964 to 1967, Andrews was the biggest film star in the world, with the|248|37383395344721|755914257823|89
2012-12-28T11:14:43.636+00:00|1168231173867||27.100.57.87|Firefox|en|About Leon Trotsky, v Davidovich Bronshtein, was a Russian Marxist revolutionary and theorist, Soviet politician,|113|37383395345706|274877909738|52
2012-12-28T11:21:03.532+00:00|1168231404585||61.17.26.45|Firefox|en|About Perry Como, d somebody cuts him off, he really lets the offender have it. Como received the 1959 Grammy Award|116|32985348833746|1168231116135|0
2012-12-28T11:26:36.384+00:00|1168231290302||31.133.104.65|Chrome|kn|About Akira Kurosawa, m industry, which in turn led to international recognition for other Japa|95|17592186044674|412316867761|56
2012-12-28T11:27:55.144+00:00|1168231380667||101.78.12.146|Internet Explorer|zh|About Catch the Wind, e Wind and Colours. Donovan re-recorded both songs with a full backing band, and these were includ|120|15393162790123|755914254439|19
2012-12-28T12:18:46.919+00:00|1168231493228||202.45.147.76|Chrome|ro|About Percy Bysshe Shelley, one of the major English Romantic poets and is critically regarded as amon|102|37383395344870|893353213180|88
2012-12-28T12:28:51.357+00:00|1168231363757|photo1168231363757.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:52.357+00:00|1168231363758|photo1168231363758.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:53.357+00:00|1168231363759|photo1168231363759.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:54.357+00:00|1168231363760|photo1168231363760.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:55.357+00:00|1168231363761|photo1168231363761.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:56.357+00:00|1168231363762|photo1168231363762.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:57.357+00:00|1168231363763|photo1168231363763.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:58.357+00:00|1168231363764|photo1168231363764.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:28:59.357+00:00|1168231363765|photo1168231363765.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:29:00.357+00:00|1168231363766|photo1168231363766.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:29:01.357+00:00|1168231363767|photo1168231363767.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:29:02.357+00:00|1168231363768|photo1168231363768.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:29:03.357+00:00|1168231363769|photo1168231363769.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:29:04.357+00:00|1168231363770|photo1168231363770.jpg|118.107.132.184|Internet Explorer|||0|13194139534228|1168231114232|54
2012-12-28T12:46:59.035+00:00|1168231294325||31.40.10.147|Internet Explorer|en|About Ludwig van Beethoven, ing a reputation as a virtuoso pianist. His hearing began to deteriorate in his|107|26388279067426|343597391027|56
2012-12-28T13:11:37.955+00:00|1168231243819||66.231.75.230|Firefox|zh|About Augustine of Hippo, tual City of God, distinct from the material Earthly City. His thoughts pro|101|6597069766982|687194772566|70
2012-12-28T13:12:08.011+00:00|1168231371652||192.190.30.24|Internet Explorer|en|About Vytautas, tician who helped contribute to the demise of the Soviet Union. He has written twenty books|108|6597069767996|824633730804|49
2012-12-28T13:20:24.330+00:00|1168231506137||186.221.210.202|Firefox|en|About Suleiman the Magnificent, ed Ottoman armies to conquer the Christian strongholds of Belg|94|6597069768067|1030792167506|49
2012-12-28T13:26:04.379+00:00|1168231222178||49.0.90.116|Firefox|en|About Alicia Keys, in' Aces and went on to appear in The Nanny Diaries in 2007. Her third studio album, As I A|110|13194139533577|893353201917|103
2012-12-28T13:30:28.883+00:00|1168231487042||190.6.168.130|Internet Explorer|es|About Confucius, Confucius's thoughts received official sanction and were further devel|87|32985348833861|824633736107|70
2012-12-28T13:38:14.935+00:00|1168231290326||192.231.118.234|Firefox|kn|About Akira Kurosawa, l and was subsequently released in Europe and North America. The commercial and critical|110|30786325578377|412316867761|49
2012-12-28T13:39:41.386+00:00|1168231322139||31.182.200.15|Internet Explorer|fr|About Billie Holiday, ore, Capitol, Decca, Aladdin, Verve, Columbia, MGMAssociated acts Ella Fitzgerald, Sarah|111|13194139534936|412316868660|92
2012-12-28T13:47:00.105+00:00|1168231508721||1.15.154.213|Firefox|en|About Clint Eastwood, o fame for playing the Man with No Name in Sergio Leone's Dollars tril|92|21990232555741|1168231121242|1
2012-12-28T14:15:29.312+00:00|1168231300344||58.145.168.54|Chrome|en|About Maximilian I, Holy Roman Emperor, he heiress to the Duchy of Burgundy, but he also los|92|35184372088834|412316867830|51
2012-12-28T14:36:02.113+00:00|1168231490297|photo1168231490297.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:03.113+00:00|1168231490298|photo1168231490298.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:04.113+00:00|1168231490299|photo1168231490299.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:05.113+00:00|1168231490300|photo1168231490300.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:06.113+00:00|1168231490301|photo1168231490301.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:07.113+00:00|1168231490302|photo1168231490302.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:08.113+00:00|1168231490303|photo1168231490303.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:08.974+00:00|1168231454067||41.203.147.168|Internet Explorer|th|About Julie Andrews,  New York (and later at the Goodspeed Opera House, in East Haddam,|88|10995116277805|755914257823|90
2012-12-28T14:36:09.113+00:00|1168231490304|photo1168231490304.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:36:10.113+00:00|1168231490305|photo1168231490305.jpg|31.40.9.69|Internet Explorer|||0|28587302322760|1168231119990|56
2012-12-28T14:38:21.316+00:00|1168231290994||202.45.147.76|Chrome|kn|About Akira Kurosawa, g World War II with the popular action film Sanshiro Sugata (a.k.a.|89|37383395344870|412316867761|88
2012-12-28T14:51:21.641+00:00|1168231253489||27.50.9.57|Opera|ne|About Avril Lavigne, g and designing clothes and perfumes. She voiced a characteAbout Daniel Nestor, layer from Toro|116|6597069767115|206158435959|88
2012-12-28T15:01:02.165+00:00|1168231190911|photo1168231190911.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:03.165+00:00|1168231190912|photo1168231190912.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:04.165+00:00|1168231190913|photo1168231190913.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:05.165+00:00|1168231190914|photo1168231190914.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:06.165+00:00|1168231190915|photo1168231190915.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:07.165+00:00|1168231190916|photo1168231190916.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:08.165+00:00|1168231190917|photo1168231190917.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:09.165+00:00|1168231190918|photo1168231190918.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:10.165+00:00|1168231190919|photo1168231190919.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:11.165+00:00|1168231190920|photo1168231190920.jpg|27.116.47.72|Firefox|||0|2199023257005|1168231107853|1
2012-12-28T15:01:49.648+00:00|1168231294524||190.0.121.141|Chrome|en|About Ludwig van Beethoven, fluential of all composers. Born in Bonn, then the capit|84|32985348833999|343597391027|61
